"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"16.10.2020","3.272,71","3.363,23","3.399,66","3.160,00","6,47M","-1,98%"
"15.10.2020","3.338,65","3.285,08","3.355,11","3.285,00","5,22M","-0,75%"
"14.10.2020","3.363,71","3.448,41","3.463,00","3.340,00","5,83M","-2,32%"
"13.10.2020","3.443,63","3.467,00","3.492,38","3.425,27","5,74M","0,02%"
"12.10.2020","3.442,93","3.348,51","3.495,23","3.340,87","8,36M","4,75%"
"09.10.2020","3.286,65","3.210,00","3.288,99","3.197,83","4,91M","3,01%"
"08.10.2020","3.190,55","3.224,01","3.231,38","3.175,00","3,17M","-0,16%"
"07.10.2020","3.195,69","3.135,99","3.199,74","3.135,00","4,31M","3,09%"
"06.10.2020","3.099,96","3.169,00","3.181,22","3.090,00","5,09M","-3,10%"
"05.10.2020","3.199,20","3.145,84","3.202,53","3.140,85","3,78M","2,37%"
"02.10.2020","3.125,00","3.153,63","3.195,80","3.123,00","5,61M","-2,99%"
"01.10.2020","3.221,26","3.208,00","3.224,00","3.173,30","4,97M","2,30%"
"30.09.2020","3.148,73","3.144,88","3.212,75","3.134,62","4,90M","0,12%"
"29.09.2020","3.144,88","3.176,48","3.188,00","3.134,29","3,50M","-0,92%"
"28.09.2020","3.174,05","3.148,96","3.174,46","3.118,55","4,22M","2,55%"
"25.09.2020","3.095,13","3.054,86","3.101,54","2.999,00","4,62M","2,49%"
"24.09.2020","3.019,79","2.973,24","3.069,17","2.966,00","5,53M","0,66%"
"23.09.2020","2.999,86","3.120,44","3.124,64","2.993,88","5,65M","-4,13%"
"22.09.2020","3.128,99","3.033,84","3.133,99","3.001,01","6,95M","5,69%"
"21.09.2020","2.960,47","2.909,87","2.961,17","2.873,20","6,12M","0,19%"
"18.09.2020","2.954,91","3.031,74","3.037,80","2.905,54","8,89M","-1,79%"
"17.09.2020","3.008,73","3.004,85","3.028,74","2.973,15","6,45M","-2,25%"
"16.09.2020","3.078,10","3.184,44","3.184,44","3.075,00","4,53M","-2,47%"
"15.09.2020","3.156,13","3.137,77","3.174,10","3.109,43","4,02M","1,71%"
"14.09.2020","3.102,97","3.173,74","3.185,69","3.096,80","4,53M","-0,43%"
"11.09.2020","3.116,22","3.208,69","3.217,34","3.083,98","5,09M","-1,85%"
"10.09.2020","3.175,11","3.304,90","3.348,50","3.171,27","5,33M","-2,86%"
"09.09.2020","3.268,61","3.207,50","3.302,28","3.186,57","5,19M","3,77%"
"08.09.2020","3.149,84","3.139,59","3.250,00","3.131,00","6,09M","-4,39%"
"04.09.2020","3.294,62","3.318,00","3.381,50","3.111,13","8,78M","-2,18%"
"03.09.2020","3.368,00","3.478,67","3.487,49","3.303,00","8,16M","-4,63%"
"02.09.2020","3.531,45","3.545,33","3.549,00","3.487,00","3,93M","0,92%"
"01.09.2020","3.499,12","3.489,58","3.513,87","3.467,00","3,38M","1,40%"
"31.08.2020","3.450,96","3.405,56","3.494,00","3.405,00","4,19M","1,45%"
"28.08.2020","3.401,80","3.423,00","3.433,37","3.386,50","2,90M","0,05%"
"27.08.2020","3.400,00","3.451,74","3.451,74","3.382,36","4,26M","-1,22%"
"26.08.2020","3.441,85","3.351,11","3.451,00","3.345,00","6,51M","2,85%"
"25.08.2020","3.346,49","3.292,00","3.357,00","3.267,00","3,99M","1,18%"
"24.08.2020","3.307,46","3.310,51","3.380,00","3.260,00","4,67M","0,69%"
"21.08.2020","3.284,72","3.295,00","3.314,40","3.275,39","3,58M","-0,38%"
"20.08.2020","3.297,37","3.251,95","3.312,62","3.240,00","3,33M","1,13%"
"19.08.2020","3.260,48","3.304,53","3.315,00","3.257,08","4,19M","-1,57%"
"18.08.2020","3.312,49","3.212,02","3.320,00","3.207,55","5,35M","4,09%"
"17.08.2020","3.182,41","3.168,01","3.194,43","3.155,00","2,69M","1,09%"
"14.08.2020","3.148,02","3.178,18","3.178,24","3.120,00","2,75M","-0,41%"
"13.08.2020","3.161,02","3.181,00","3.216,85","3.155,01","3,15M","-0,04%"
"12.08.2020","3.162,24","3.108,00","3.174,00","3.104,00","3,53M","2,65%"
"11.08.2020","3.080,67","3.109,96","3.157,73","3.074,29","3,72M","-2,14%"
"10.08.2020","3.148,16","3.170,18","3.170,18","3.103,00","3,17M","-0,61%"
"07.08.2020","3.167,46","3.224,01","3.240,81","3.140,67","3,94M","-1,78%"
"06.08.2020","3.225,00","3.195,40","3.245,83","3.165,51","3,94M","0,62%"
"05.08.2020","3.205,03","3.142,10","3.213,34","3.129,00","3,93M","2,11%"
"04.08.2020","3.138,83","3.112,00","3.166,07","3.102,00","4,69M","0,87%"
"03.08.2020","3.111,89","3.182,60","3.182,60","3.104,43","5,07M","-1,67%"
"31.07.2020","3.164,68","3.244,00","3.246,82","3.151,00","8,08M","3,70%"
"30.07.2020","3.051,88","3.013,55","3.091,00","3.005,00","6,13M","0,60%"
"29.07.2020","3.033,53","3.030,99","3.039,16","2.996,77","2,97M","1,11%"
"28.07.2020","3.000,33","3.056,54","3.073,97","2.996,55","3,13M","-1,80%"
"27.07.2020","3.055,21","3.062,00","3.096,94","3.017,21","4,17M","1,54%"
"24.07.2020","3.008,91","2.930,00","3.031,58","2.888,00","5,63M","0,75%"
"23.07.2020","2.986,55","3.095,37","3.095,37","2.971,16","5,66M","-3,66%"
"22.07.2020","3.099,91","3.122,78","3.146,88","3.068,00","4,10M","-1,22%"
"21.07.2020","3.138,29","3.232,41","3.236,21","3.108,46","6,13M","-1,83%"
"20.07.2020","3.196,84","3.000,20","3.201,36","2.994,02","7,60M","7,93%"
"17.07.2020","2.961,97","3.009,00","3.024,00","2.948,45","4,76M","-1,26%"
"16.07.2020","2.999,90","2.971,00","3.030,00","2.920,00","6,39M","-0,30%"
"15.07.2020","3.008,87","3.080,95","3.098,35","2.975,17","5,79M","-2,44%"
"14.07.2020","3.084,00","3.085,00","3.123,29","2.956,14","7,23M","-0,64%"
"13.07.2020","3.104,00","3.251,52","3.344,00","3.070,57","7,72M","-3,00%"
"10.07.2020","3.200,00","3.191,76","3.215,00","3.135,70","5,49M","0,55%"
"09.07.2020","3.182,63","3.113,87","3.192,93","3.075,59","6,39M","3,29%"
"08.07.2020","3.081,11","3.021,10","3.083,07","3.014,00","5,04M","2,70%"
"07.07.2020","3.000,12","3.058,55","3.069,55","2.990,00","5,26M","-1,86%"
"06.07.2020","3.057,04","2.932,74","3.059,01","2.931,29","6,88M","5,77%"
"02.07.2020","2.890,30","2.912,01","2.955,56","2.871,10","6,59M","0,40%"
"01.07.2020","2.878,70","2.757,99","2.895,00","2.754,00","6,36M","4,35%"
"30.06.2020","2.758,82","2.685,16","2.769,01","2.676,01","3,77M","2,93%"
"29.06.2020","2.680,38","2.690,00","2.695,85","2.635,01","4,22M","-0,46%"
"26.06.2020","2.692,87","2.775,06","2.782,57","2.688,00","6,50M","-2,24%"
"25.06.2020","2.754,58","2.738,67","2.755,28","2.712,45","2,97M","0,74%"
"24.06.2020","2.734,40","2.776,44","2.795,00","2.722,29","4,53M","-1,09%"
"23.06.2020","2.764,41","2.726,03","2.783,00","2.719,89","4,23M","1,86%"
"22.06.2020","2.713,82","2.685,00","2.713,83","2.669,54","3,21M","1,45%"
"19.06.2020","2.675,01","2.678,08","2.697,43","2.659,00","5,78M","0,79%"
"18.06.2020","2.653,98","2.647,01","2.658,98","2.638,50","2,49M","0,49%"
"17.06.2020","2.640,98","2.644,11","2.655,00","2.632,44","2,96M","0,98%"
"16.06.2020","2.615,27","2.618,65","2.618,65","2.578,96","3,60M","1,66%"
"15.06.2020","2.572,68","2.526,36","2.583,76","2.510,00","3,87M","1,09%"
"12.06.2020","2.545,02","2.601,21","2.621,48","2.503,35","5,44M","-0,51%"
"11.06.2020","2.557,96","2.601,27","2.671,38","2.555,90","5,80M","-3,38%"
"10.06.2020","2.647,45","2.643,00","2.670,00","2.627,00","4,95M","1,79%"
"09.06.2020","2.600,86","2.525,63","2.626,02","2.525,34","5,18M","3,04%"
"08.06.2020","2.524,06","2.497,14","2.530,00","2.488,55","3,97M","1,65%"
"05.06.2020","2.483,00","2.444,51","2.488,65","2.437,13","3,31M","0,91%"
"04.06.2020","2.460,60","2.478,00","2.507,50","2.450,01","2,95M","-0,72%"
"03.06.2020","2.478,40","2.468,73","2.487,62","2.461,68","2,67M","0,24%"
"02.06.2020","2.472,41","2.465,74","2.473,48","2.445,68","2,53M","0,06%"
"01.06.2020","2.471,04","2.446,78","2.476,28","2.444,62","2,94M","1,17%"
"29.05.2020","2.442,37","2.415,94","2.442,37","2.398,20","3,53M","1,72%"
"28.05.2020","2.401,10","2.382,79","2.436,85","2.382,79","3,19M","-0,39%"
"27.05.2020","2.410,39","2.395,22","2.413,33","2.330,00","5,06M","-0,47%"
"26.05.2020","2.421,86","2.459,76","2.461,95","2.415,90","3,57M","-0,62%"
"22.05.2020","2.436,88","2.456,00","2.469,00","2.430,64","2,87M","-0,40%"
"21.05.2020","2.446,74","2.500,46","2.525,45","2.442,85","5,11M","-2,05%"
"20.05.2020","2.497,94","2.476,23","2.500,00","2.467,58","4,00M","1,98%"
"19.05.2020","2.449,33","2.430,05","2.484,58","2.430,05","4,32M","0,95%"
"18.05.2020","2.426,26","2.402,00","2.432,31","2.384,22","4,37M","0,68%"
"15.05.2020","2.409,78","2.374,03","2.409,99","2.357,55","4,23M","0,88%"
"14.05.2020","2.388,85","2.360,00","2.389,72","2.354,00","3,65M","0,88%"
"13.05.2020","2.367,92","2.368,89","2.407,44","2.339,85","4,78M","0,47%"
"12.05.2020","2.356,95","2.411,85","2.419,00","2.355,00","3,07M","-2,16%"
"11.05.2020","2.409,00","2.374,70","2.419,67","2.372,11","3,26M","1,24%"
"08.05.2020","2.379,61","2.372,14","2.387,24","2.357,00","3,21M","0,51%"
"07.05.2020","2.367,61","2.374,78","2.376,00","2.343,11","3,40M","0,70%"
"06.05.2020","2.351,26","2.329,44","2.357,45","2.320,00","3,12M","1,44%"
"05.05.2020","2.317,80","2.340,00","2.351,00","2.307,13","3,24M","0,08%"
"04.05.2020","2.315,99","2.256,38","2.326,98","2.256,38","4,87M","1,31%"
"01.05.2020","2.286,04","2.336,80","2.362,44","2.258,19","9,77M","-7,60%"
"30.04.2020","2.474,00","2.419,84","2.475,00","2.396,01","9,53M","4,27%"
"29.04.2020","2.372,71","2.330,01","2.391,89","2.310,00","4,59M","2,53%"
"28.04.2020","2.314,08","2.372,10","2.373,50","2.306,00","5,27M","-2,61%"
"27.04.2020","2.376,00","2.443,20","2.444,88","2.363,00","5,65M","-1,42%"
"24.04.2020","2.410,22","2.417,00","2.420,43","2.382,00","3,83M","0,45%"
"23.04.2020","2.399,45","2.399,98","2.424,22","2.382,08","5,07M","1,52%"
"22.04.2020","2.363,49","2.369,00","2.394,00","2.351,00","4,22M","1,52%"
"21.04.2020","2.328,12","2.416,61","2.428,31","2.279,66","7,48M","-2,74%"
"20.04.2020","2.393,61","2.389,95","2.444,98","2.386,05","5,77M","0,78%"
"17.04.2020","2.375,00","2.372,33","2.400,00","2.316,02","7,93M","-1,38%"
"16.04.2020","2.408,19","2.346,00","2.461,00","2.335,00","12,04M","4,36%"
"15.04.2020","2.307,68","2.257,68","2.333,37","2.245,00","6,87M","1,07%"
"14.04.2020","2.283,32","2.200,47","2.292,00","2.186,21","8,09M","5,28%"
"13.04.2020","2.168,87","2.040,00","2.180,00","2.038,00","6,72M","6,17%"
"09.04.2020","2.042,76","2.044,30","2.053,00","2.017,66","4,66M","-0,01%"
"08.04.2020","2.043,00","2.021,00","2.044,00","2.011,15","3,98M","1,56%"
"07.04.2020","2.011,60","2.017,11","2.035,72","1.997,62","5,11M","0,70%"
"06.04.2020","1.997,59","1.936,00","1.998,52","1.930,02","5,77M","4,77%"
"03.04.2020","1.906,59","1.911,15","1.926,33","1.889,15","3,61M","-0,64%"
"02.04.2020","1.918,83","1.901,64","1.927,53","1.890,00","4,34M","0,58%"
"01.04.2020","1.907,70","1.932,97","1.944,96","1.893,00","4,12M","-2,16%"
"31.03.2020","1.949,72","1.964,35","1.993,02","1.944,01","5,12M","-0,72%"
"30.03.2020","1.963,95","1.922,83","1.973,63","1.912,34","6,13M","3,36%"
"27.03.2020","1.900,10","1.929,99","1.938,13","1.900,01","5,39M","-2,83%"
"26.03.2020","1.955,49","1.903,00","1.955,49","1.890,02","6,24M","3,69%"
"25.03.2020","1.885,84","1.923,24","1.949,02","1.885,84","6,48M","-2,80%"
"24.03.2020","1.940,10","1.941,19","1.954,37","1.901,69","7,15M","1,96%"
"23.03.2020","1.902,83","1.827,75","1.919,40","1.812,00","7,81M","3,07%"
"20.03.2020","1.846,09","1.926,31","1.957,00","1.820,73","9,82M","-1,85%"
"19.03.2020","1.880,93","1.856,67","1.945,00","1.833,45","10,40M","2,78%"
"18.03.2020","1.830,00","1.746,09","1.840,40","1.745,00","9,65M","1,23%"
"17.03.2020","1.807,84","1.775,47","1.857,78","1.689,24","10,92M","7,03%"
"16.03.2020","1.689,15","1.641,51","1.759,45","1.626,03","8,92M","-5,37%"
"13.03.2020","1.785,00","1.755,00","1.786,31","1.680,62","8,81M","6,46%"
"12.03.2020","1.676,61","1.721,98","1.765,00","1.675,00","11,35M","-7,92%"
"11.03.2020","1.820,86","1.857,85","1.871,32","1.801,50","5,65M","-3,75%"
"10.03.2020","1.891,82","1.870,88","1.894,27","1.818,17","7,13M","5,07%"
"09.03.2020","1.800,61","1.773,86","1.862,77","1.761,29","7,81M","-5,29%"
"06.03.2020","1.901,09","1.875,00","1.910,87","1.869,50","5,27M","-1,19%"
"05.03.2020","1.924,03","1.933,00","1.960,72","1.910,00","4,75M","-2,62%"
"04.03.2020","1.975,83","1.946,57","1.978,00","1.922,00","4,77M","3,50%"
"03.03.2020","1.908,99","1.975,37","1.996,33","1.888,09","7,53M","-2,30%"
"02.03.2020","1.953,95","1.906,49","1.954,51","1.870,00","6,76M","3,73%"
"28.02.2020","1.883,75","1.814,63","1.889,76","1.811,13","9,49M","-0,03%"
"27.02.2020","1.884,30","1.934,38","1.975,00","1.882,76","8,14M","-4,81%"
"26.02.2020","1.979,59","1.970,28","2.014,67","1.960,45","5,24M","0,35%"
"25.02.2020","1.972,74","2.026,42","2.034,60","1.958,42","6,22M","-1,82%"
"24.02.2020","2.009,29","2.003,18","2.039,30","1.987,97","6,55M","-4,14%"
"21.02.2020","2.095,97","2.142,15","2.144,55","2.088,00","4,65M","-2,65%"
"20.02.2020","2.153,10","2.173,07","2.176,79","2.127,45","3,13M","-0,79%"
"19.02.2020","2.170,22","2.167,80","2.185,10","2.161,12","2,56M","0,67%"
"18.02.2020","2.155,67","2.125,02","2.166,07","2.124,11","2,95M","0,97%"
"14.02.2020","2.134,87","2.155,68","2.159,04","2.125,89","2,61M","-0,70%"
"13.02.2020","2.149,87","2.144,99","2.170,28","2.142,00","3,03M","-0,47%"
"12.02.2020","2.160,00","2.163,20","2.180,25","2.155,29","3,33M","0,43%"
"11.02.2020","2.150,80","2.150,90","2.185,95","2.136,00","5,75M","0,79%"
"10.02.2020","2.133,91","2.085,01","2.135,60","2.084,96","5,06M","2,63%"
"07.02.2020","2.079,28","2.041,99","2.098,53","2.038,10","5,10M","1,42%"
"06.02.2020","2.050,23","2.041,02","2.056,30","2.024,80","3,18M","0,51%"
"05.02.2020","2.039,87","2.071,02","2.071,02","2.032,00","4,38M","-0,48%"
"04.02.2020","2.049,67","2.029,88","2.059,80","2.015,37","5,29M","2,27%"
"03.02.2020","2.004,20","2.010,60","2.048,50","2.000,25","5,90M","-0,23%"
"31.01.2020","2.008,72","2.051,47","2.055,72","2.002,27","15,57M","7,38%"
"30.01.2020","1.870,68","1.858,00","1.872,87","1.850,61","6,33M","0,68%"
"29.01.2020","1.858,00","1.864,00","1.874,75","1.855,02","2,10M","0,26%"
"28.01.2020","1.853,25","1.840,50","1.858,11","1.830,02","2,81M","1,36%"
"27.01.2020","1.828,34","1.820,00","1.841,00","1.815,34","3,53M","-1,79%"
"24.01.2020","1.861,64","1.891,37","1.894,99","1.847,44","3,77M","-1,22%"
"23.01.2020","1.884,58","1.885,11","1.889,97","1.872,76","2,48M","-0,15%"
"22.01.2020","1.887,46","1.896,09","1.902,50","1.883,34","3,22M","-0,24%"
"21.01.2020","1.892,00","1.865,00","1.894,27","1.860,00","3,71M","1,46%"
"17.01.2020","1.864,72","1.885,89","1.886,64","1.857,25","4,00M","-0,70%"
"16.01.2020","1.877,94","1.882,99","1.885,59","1.866,02","2,66M","0,85%"
"15.01.2020","1.862,02","1.872,25","1.878,86","1.855,09","2,90M","-0,40%"
"14.01.2020","1.869,44","1.885,88","1.887,11","1.858,55","3,45M","-1,16%"
"13.01.2020","1.891,30","1.891,31","1.898,00","1.880,80","2,79M","0,43%"
"10.01.2020","1.883,16","1.905,37","1.906,94","1.880,00","2,86M","-0,94%"
"09.01.2020","1.901,05","1.909,89","1.917,82","1.895,80","3,17M","0,48%"
"08.01.2020","1.891,97","1.898,04","1.911,00","1.886,44","3,51M","-0,78%"
"07.01.2020","1.906,86","1.904,50","1.913,89","1.892,04","4,13M","0,21%"
"06.01.2020","1.902,88","1.860,00","1.903,69","1.860,00","4,07M","1,49%"
"03.01.2020","1.874,97","1.864,50","1.886,20","1.864,50","3,77M","-1,21%"
"02.01.2020","1.898,01","1.875,00","1.898,01","1.864,15","4,04M","2,72%"
"31.12.2019","1.847,84","1.842,00","1.853,26","1.832,23","2,51M","0,05%"
"30.12.2019","1.846,89","1.874,00","1.884,00","1.840,62","3,68M","-1,23%"
"27.12.2019","1.869,80","1.882,92","1.901,40","1.866,01","6,19M","0,06%"
"26.12.2019","1.868,77","1.801,01","1.870,46","1.799,50","6,02M","4,45%"
"24.12.2019","1.789,21","1.793,81","1.795,57","1.787,58","881,34K","-0,21%"
"23.12.2019","1.793,00","1.788,26","1.793,00","1.784,51","2,14M","0,36%"
"20.12.2019","1.786,50","1.799,62","1.802,97","1.782,45","5,15M","-0,32%"
"19.12.2019","1.792,28","1.780,50","1.792,99","1.774,06","2,74M","0,46%"
"18.12.2019","1.784,03","1.795,02","1.798,20","1.782,36","3,35M","-0,37%"
"17.12.2019","1.790,66","1.778,01","1.792,00","1.777,39","3,65M","1,21%"
"16.12.2019","1.769,21","1.767,00","1.769,50","1.757,05","3,15M","0,47%"
"13.12.2019","1.760,94","1.765,00","1.768,99","1.755,00","2,75M","0,03%"
"12.12.2019","1.760,33","1.750,00","1.764,00","1.745,44","3,10M","0,66%"
"11.12.2019","1.748,72","1.741,67","1.750,00","1.735,71","2,10M","0,55%"
"10.12.2019","1.739,21","1.747,40","1.750,67","1.735,00","2,52M","-0,59%"
"09.12.2019","1.749,51","1.750,66","1.766,89","1.745,61","2,50M","-0,12%"
"06.12.2019","1.751,60","1.751,20","1.754,40","1.740,13","3,12M","0,64%"
"05.12.2019","1.740,48","1.763,50","1.763,50","1.740,00","2,83M","-1,15%"
"04.12.2019","1.760,69","1.774,01","1.789,09","1.760,22","2,68M","-0,52%"
"03.12.2019","1.769,96","1.760,00","1.772,87","1.747,23","3,53M","-0,65%"
"02.12.2019","1.781,60","1.804,40","1.805,55","1.762,68","3,93M","-1,07%"
"29.11.2019","1.800,80","1.817,78","1.824,69","1.800,79","1,92M","-0,97%"
"27.11.2019","1.818,51","1.801,00","1.824,50","1.797,31","3,04M","1,20%"
"26.11.2019","1.796,94","1.779,92","1.797,03","1.778,35","3,19M","1,30%"
"25.11.2019","1.773,84","1.753,25","1.777,42","1.753,24","3,49M","1,61%"
"22.11.2019","1.745,72","1.739,02","1.746,43","1.731,00","2,48M","0,63%"
"21.11.2019","1.734,71","1.743,00","1.746,87","1.730,36","2,66M","-0,62%"
"20.11.2019","1.745,53","1.749,14","1.762,52","1.734,12","2,79M","-0,41%"
"19.11.2019","1.752,79","1.756,99","1.760,68","1.743,03","2,27M","0,01%"
"18.11.2019","1.752,53","1.738,30","1.753,70","1.722,71","2,84M","0,75%"
"15.11.2019","1.739,49","1.760,05","1.761,68","1.732,86","3,93M","-0,86%"
"14.11.2019","1.754,60","1.751,43","1.766,59","1.749,56","2,27M","0,08%"
"13.11.2019","1.753,11","1.773,39","1.775,00","1.747,32","2,93M","-1,40%"
"12.11.2019","1.778,00","1.774,66","1.786,22","1.771,91","2,04M","0,36%"
"11.11.2019","1.771,65","1.778,00","1.780,00","1.767,13","1,95M","-0,80%"
"08.11.2019","1.785,88","1.787,89","1.789,88","1.774,04","2,13M","-0,13%"
"07.11.2019","1.788,20","1.803,76","1.805,90","1.783,48","2,65M","-0,42%"
"06.11.2019","1.795,77","1.801,00","1.802,50","1.788,58","2,03M","-0,33%"
"05.11.2019","1.801,71","1.809,16","1.810,25","1.794,00","1,89M","-0,16%"
"04.11.2019","1.804,66","1.801,01","1.815,06","1.801,01","2,77M","0,74%"
"01.11.2019","1.791,44","1.788,01","1.797,44","1.785,21","2,79M","0,83%"
"31.10.2019","1.776,66","1.775,99","1.792,00","1.771,48","2,78M","-0,19%"
"30.10.2019","1.779,99","1.760,24","1.782,38","1.759,12","2,45M","0,98%"
"29.10.2019","1.762,71","1.774,81","1.777,00","1.755,81","2,28M","-0,81%"
"28.10.2019","1.777,08","1.748,06","1.778,70","1.742,50","3,71M","0,89%"
"25.10.2019","1.761,33","1.697,55","1.764,21","1.695,00","9,63M","-1,09%"
"24.10.2019","1.780,78","1.771,09","1.788,34","1.760,27","5,20M","1,06%"
"23.10.2019","1.762,17","1.761,30","1.770,05","1.742,00","2,19M","-0,20%"
"22.10.2019","1.765,73","1.788,15","1.789,78","1.762,00","2,23M","-1,12%"
"21.10.2019","1.785,66","1.769,66","1.785,88","1.765,00","2,22M","1,60%"
"18.10.2019","1.757,51","1.787,80","1.793,98","1.749,20","3,37M","-1,68%"
"17.10.2019","1.787,48","1.796,49","1.798,85","1.782,02","2,71M","0,57%"
"16.10.2019","1.777,43","1.773,33","1.786,24","1.770,52","2,80M","0,57%"
"15.10.2019","1.767,38","1.742,14","1.776,45","1.740,62","3,13M","1,78%"
"14.10.2019","1.736,43","1.728,91","1.741,89","1.722,00","1,93M","0,26%"
"11.10.2019","1.731,92","1.742,92","1.745,45","1.729,86","3,28M","0,68%"
"10.10.2019","1.720,26","1.725,24","1.738,29","1.713,75","2,72M","-0,10%"
"09.10.2019","1.721,99","1.719,61","1.729,95","1.714,36","2,09M","0,97%"
"08.10.2019","1.705,51","1.722,49","1.727,00","1.705,00","2,63M","-1,57%"
"07.10.2019","1.732,66","1.731,63","1.747,83","1.723,70","2,19M","-0,40%"
"04.10.2019","1.739,65","1.726,02","1.740,58","1.719,23","2,49M","0,88%"
"03.10.2019","1.724,42","1.713,00","1.725,00","1.685,06","3,62M","0,65%"
"02.10.2019","1.713,23","1.727,74","1.728,89","1.705,00","3,34M","-1,29%"
"01.10.2019","1.735,65","1.746,00","1.755,60","1.728,41","3,17M","-0,01%"
"30.09.2019","1.735,91","1.726,99","1.737,46","1.709,22","2,76M","0,61%"
"27.09.2019","1.725,45","1.748,00","1.749,12","1.713,82","3,95M","-0,83%"
"26.09.2019","1.739,84","1.762,79","1.763,37","1.731,50","3,57M","-1,61%"
"25.09.2019","1.768,33","1.747,36","1.773,00","1.723,00","3,53M","1,53%"
"24.09.2019","1.741,61","1.790,61","1.795,70","1.735,55","4,64M","-2,45%"
"23.09.2019","1.785,30","1.777,00","1.792,70","1.767,32","3,14M","-0,49%"
"20.09.2019","1.794,16","1.821,71","1.830,63","1.780,92","5,56M","-1,50%"
"19.09.2019","1.821,50","1.821,02","1.832,57","1.817,90","2,08M","0,22%"
"18.09.2019","1.817,46","1.817,04","1.822,06","1.795,50","2,54M","-0,28%"
"17.09.2019","1.822,55","1.807,08","1.823,99","1.804,10","2,03M","0,81%"
"16.09.2019","1.807,84","1.824,02","1.825,69","1.800,20","3,68M","-1,71%"
"13.09.2019","1.839,34","1.842,01","1.846,12","1.835,17","1,97M","-0,23%"
"12.09.2019","1.843,55","1.837,63","1.853,66","1.834,28","2,82M","1,13%"
"11.09.2019","1.822,99","1.812,14","1.833,42","1.809,08","2,43M","0,13%"
"10.09.2019","1.820,55","1.822,75","1.825,81","1.805,34","2,61M","-0,59%"
"09.09.2019","1.831,35","1.841,00","1.850,00","1.824,61","3,00M","-0,12%"
"06.09.2019","1.833,51","1.838,22","1.840,65","1.826,40","2,50M","-0,39%"
"05.09.2019","1.840,72","1.821,95","1.842,00","1.815,58","3,33M","2,23%"
"04.09.2019","1.800,62","1.805,00","1.807,63","1.796,23","2,33M","0,60%"
"03.09.2019","1.789,84","1.770,00","1.800,80","1.768,00","3,55M","0,76%"
"30.08.2019","1.776,29","1.797,49","1.799,74","1.764,57","3,06M","-0,57%"
"29.08.2019","1.786,40","1.783,00","1.798,55","1.777,25","3,02M","1,26%"
"28.08.2019","1.764,25","1.755,00","1.767,86","1.744,05","2,42M","0,14%"
"27.08.2019","1.761,83","1.775,73","1.779,40","1.746,68","3,03M","-0,40%"
"26.08.2019","1.768,87","1.766,91","1.770,00","1.743,51","3,09M","1,10%"
"23.08.2019","1.749,62","1.793,03","1.804,90","1.745,23","5,28M","-3,10%"
"22.08.2019","1.805,60","1.828,00","1.829,41","1.800,10","2,66M","-0,98%"
"21.08.2019","1.823,54","1.819,39","1.829,58","1.815,00","2,04M","1,23%"
"20.08.2019","1.801,38","1.814,50","1.816,82","1.799,88","1,93M","-0,81%"
"19.08.2019","1.816,12","1.818,08","1.826,00","1.812,61","2,82M","1,31%"
"16.08.2019","1.792,57","1.792,89","1.802,91","1.784,55","3,05M","0,93%"
"15.08.2019","1.776,12","1.781,99","1.788,00","1.761,96","3,81M","0,75%"
"14.08.2019","1.762,96","1.793,01","1.795,65","1.757,21","4,89M","-3,36%"
"13.08.2019","1.824,34","1.783,00","1.831,74","1.780,00","4,08M","2,21%"
"12.08.2019","1.784,92","1.795,99","1.800,98","1.777,00","2,91M","-1,25%"
"09.08.2019","1.807,58","1.828,95","1.831,09","1.802,22","2,88M","-1,38%"
"08.08.2019","1.832,89","1.806,00","1.834,26","1.798,11","3,70M","2,20%"
"07.08.2019","1.793,40","1.773,99","1.798,93","1.757,00","4,53M","0,31%"
"06.08.2019","1.787,83","1.792,23","1.793,77","1.753,40","5,07M","1,29%"
"05.08.2019","1.765,13","1.770,22","1.788,67","1.748,78","6,06M","-3,19%"
"02.08.2019","1.823,24","1.845,07","1.846,36","1.808,02","4,96M","-1,73%"
"01.08.2019","1.855,32","1.871,72","1.897,92","1.844,01","4,71M","-0,61%"
"31.07.2019","1.866,78","1.898,11","1.899,55","1.849,44","4,47M","-1,67%"
"30.07.2019","1.898,53","1.891,12","1.909,89","1.883,48","2,91M","-0,73%"
"29.07.2019","1.912,45","1.930,00","1.932,23","1.890,54","4,49M","-1,57%"
"26.07.2019","1.943,05","1.942,00","1.950,89","1.924,51","4,93M","-1,56%"
"25.07.2019","1.973,82","2.001,00","2.001,20","1.972,72","4,14M","-1,35%"
"24.07.2019","2.000,81","1.969,30","2.001,30","1.965,87","2,63M","0,32%"
"23.07.2019","1.994,49","1.995,99","1.997,79","1.973,13","2,70M","0,45%"
"22.07.2019","1.985,63","1.971,14","1.989,00","1.958,26","2,91M","1,07%"
"19.07.2019","1.964,52","1.991,21","1.996,00","1.962,23","3,19M","-0,68%"
"18.07.2019","1.977,90","1.980,01","1.987,50","1.951,55","3,50M","-0,71%"
"17.07.2019","1.992,03","2.007,05","2.012,00","1.992,03","2,56M","-0,89%"
"16.07.2019","2.009,90","2.010,58","2.026,32","2.001,22","2,62M","-0,55%"
"15.07.2019","2.020,99","2.021,40","2.022,90","2.001,55","2,98M","0,50%"
"12.07.2019","2.011,00","2.008,27","2.017,00","2.003,87","2,51M","0,50%"
