"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"03.05.2018","1.572,08","1.560,01","1.574,80","1.546,02","4,25M","0,15%"
"02.05.2018","1.569,68","1.580,98","1.588,50","1.566,36","4,36M","-0,80%"
"01.05.2018","1.582,26","1.563,22","1.585,00","1.552,18","4,57M","1,03%"
"30.04.2018","1.566,13","1.582,50","1.596,00","1.560,94","5,46M","-0,41%"
"27.04.2018","1.572,62","1.634,01","1.638,10","1.567,39","13,05M","3,60%"
"26.04.2018","1.517,96","1.485,01","1.529,42","1.478,50","8,80M","3,96%"
"25.04.2018","1.460,17","1.458,00","1.469,99","1.415,02","6,59M","0,01%"
"24.04.2018","1.460,09","1.535,80","1.539,50","1.448,45","7,49M","-3,81%"
"23.04.2018","1.517,86","1.546,69","1.548,00","1.503,41","4,47M","-0,63%"
"20.04.2018","1.527,49","1.561,20","1.561,20","1.516,09","5,54M","-1,89%"
"19.04.2018","1.556,91","1.543,22","1.568,52","1.539,06","6,52M","1,90%"
"18.04.2018","1.527,84","1.514,65","1.533,80","1.504,11","5,23M","1,60%"
"17.04.2018","1.503,83","1.462,30","1.507,19","1.457,02","5,11M","4,32%"
"16.04.2018","1.441,50","1.445,00","1.447,00","1.427,48","2,81M","0,75%"
"13.04.2018","1.430,79","1.449,14","1.459,78","1.424,52","3,69M","-1,22%"
"12.04.2018","1.448,50","1.439,50","1.452,12","1.435,06","3,14M","1,50%"
"11.04.2018","1.427,05","1.439,44","1.448,78","1.424,89","3,58M","-0,64%"
"10.04.2018","1.436,22","1.431,99","1.438,38","1.415,70","4,28M","2,14%"
"09.04.2018","1.406,08","1.425,03","1.438,48","1.402,57","4,21M","0,06%"
"06.04.2018","1.405,23","1.429,97","1.452,50","1.400,26","5,88M","-3,20%"
"05.04.2018","1.451,75","1.441,99","1.459,56","1.427,07","6,41M","2,92%"
"04.04.2018","1.410,57","1.358,24","1.415,39","1.352,88","6,98M","1,33%"
"03.04.2018","1.392,05","1.391,38","1.414,00","1.355,33","10,23M","1,46%"
"02.04.2018","1.371,99","1.417,62","1.421,36","1.355,00","10,46M","-5,21%"
"29.03.2018","1.447,34","1.406,00","1.455,47","1.365,20","12,58M","1,11%"
"28.03.2018","1.431,42","1.447,00","1.455,90","1.386,17","13,71M","-4,38%"
"27.03.2018","1.497,05","1.572,40","1.575,96","1.482,32","7,00M","-3,78%"
"26.03.2018","1.555,86","1.530,00","1.556,99","1.499,25","5,62M","4,03%"
"23.03.2018","1.495,56","1.539,01","1.549,02","1.495,36","8,01M","-3,19%"
"22.03.2018","1.544,92","1.565,47","1.573,85","1.542,40","6,32M","-2,34%"
"21.03.2018","1.581,86","1.586,45","1.590,00","1.563,17","4,75M","-0,29%"
"20.03.2018","1.586,51","1.550,34","1.587,00","1.545,41","4,58M","2,69%"
"19.03.2018","1.544,93","1.554,53","1.561,66","1.525,35","6,58M","-1,70%"
"16.03.2018","1.571,68","1.583,45","1.589,44","1.567,50","5,43M","-0,67%"
"15.03.2018","1.582,32","1.595,00","1.596,91","1.578,11","4,07M","-0,55%"
"14.03.2018","1.591,00","1.597,00","1.606,44","1.590,89","4,26M","0,18%"
"13.03.2018","1.588,18","1.615,96","1.617,54","1.578,01","6,53M","-0,64%"
"12.03.2018","1.598,39","1.592,60","1.605,33","1.586,70","5,17M","1,24%"
"09.03.2018","1.578,89","1.563,50","1.578,94","1.559,08","4,53M","1,74%"
"08.03.2018","1.551,86","1.550,00","1.554,88","1.545,25","3,86M","0,44%"
"07.03.2018","1.545,00","1.526,52","1.545,90","1.522,51","4,17M","0,48%"
"06.03.2018","1.537,64","1.533,20","1.542,13","1.528,00","4,56M","0,92%"
"05.03.2018","1.523,61","1.494,24","1.525,38","1.481,00","5,23M","1,56%"
"02.03.2018","1.500,25","1.469,10","1.501,05","1.455,01","6,59M","0,46%"
"01.03.2018","1.493,45","1.513,60","1.518,49","1.465,00","6,84M","-1,26%"
"28.02.2018","1.512,45","1.519,51","1.528,70","1.512,00","4,52M","0,03%"
"27.02.2018","1.511,98","1.524,50","1.526,78","1.507,21","4,81M","-0,66%"
"26.02.2018","1.521,95","1.509,20","1.522,84","1.507,00","4,95M","1,46%"
"23.02.2018","1.500,00","1.495,34","1.500,00","1.486,50","4,42M","0,99%"
"22.02.2018","1.485,34","1.495,36","1.502,54","1.475,76","4,86M","0,16%"
"21.02.2018","1.482,92","1.485,00","1.503,49","1.478,92","6,30M","0,99%"
"20.02.2018","1.468,35","1.446,49","1.488,77","1.446,49","6,50M","1,36%"
"16.02.2018","1.448,69","1.457,37","1.465,80","1.446,56","4,47M","-0,89%"
"15.02.2018","1.461,76","1.466,89","1.468,94","1.436,84","5,65M","0,74%"
"14.02.2018","1.451,05","1.406,25","1.452,06","1.403,36","5,96M","2,58%"
"13.02.2018","1.414,51","1.385,93","1.419,72","1.383,53","5,92M","2,04%"
"12.02.2018","1.386,23","1.364,67","1.393,81","1.344,01","6,74M","3,48%"
"09.02.2018","1.339,60","1.373,49","1.383,50","1.265,93","14,14M","-0,81%"
"08.02.2018","1.350,50","1.429,67","1.433,75","1.349,94","8,58M","-4,68%"
"07.02.2018","1.416,78","1.449,00","1.460,99","1.415,15","7,16M","-1,81%"
"06.02.2018","1.442,84","1.361,46","1.443,99","1.351,79","11,07M","3,80%"
"05.02.2018","1.390,00","1.402,62","1.458,98","1.320,72","11,49M","-2,79%"
"02.02.2018","1.429,95","1.477,39","1.498,00","1.414,00","11,13M","2,87%"
"01.02.2018","1.390,00","1.445,00","1.459,88","1.385,14","9,11M","-4,20%"
"31.01.2018","1.450,89","1.451,30","1.472,58","1.450,04","6,42M","0,91%"
"30.01.2018","1.437,82","1.403,17","1.439,25","1.392,00","5,87M","1,42%"
"29.01.2018","1.417,68","1.409,18","1.431,39","1.400,44","5,70M","1,11%"
"26.01.2018","1.402,05","1.392,01","1.402,53","1.380,91","4,86M","1,75%"
"25.01.2018","1.377,95","1.368,00","1.378,34","1.357,62","4,75M","1,51%"
"24.01.2018","1.357,51","1.374,82","1.388,16","1.338,00","6,81M","-0,37%"
"23.01.2018","1.362,54","1.338,09","1.364,90","1.337,34","5,17M","2,65%"
"22.01.2018","1.327,31","1.297,17","1.327,45","1.296,66","4,14M","2,53%"
"19.01.2018","1.294,58","1.312,00","1.313,00","1.292,99","4,58M","0,10%"
"18.01.2018","1.293,32","1.293,95","1.304,60","1.284,02","4,03M","-0,13%"
"17.01.2018","1.295,00","1.312,24","1.314,00","1.280,88","5,25M","-0,76%"
"16.01.2018","1.304,86","1.323,00","1.339,94","1.292,30","7,22M","-0,03%"
"12.01.2018","1.305,20","1.273,39","1.305,76","1.273,39","5,44M","2,23%"
"11.01.2018","1.276,68","1.259,74","1.276,77","1.256,46","3,13M","1,78%"
"10.01.2018","1.254,33","1.245,15","1.254,33","1.237,23","2,69M","0,13%"
"09.01.2018","1.252,70","1.256,90","1.259,33","1.241,76","3,66M","0,47%"
"08.01.2018","1.246,87","1.236,00","1.253,08","1.232,03","4,28M","1,44%"
"05.01.2018","1.229,14","1.217,51","1.229,14","1.210,00","3,54M","1,62%"
"04.01.2018","1.209,59","1.205,00","1.215,87","1.204,66","3,02M","0,45%"
"03.01.2018","1.204,20","1.188,30","1.205,49","1.188,30","3,11M","1,28%"
"02.01.2018","1.189,01","1.172,00","1.190,00","1.170,51","2,69M","1,67%"
"29.12.2017","1.169,47","1.182,35","1.184,00","1.167,50","2,69M","-1,40%"
"28.12.2017","1.186,10","1.189,00","1.190,10","1.184,38","1,84M","0,32%"
"27.12.2017","1.182,26","1.179,91","1.187,29","1.175,61","1,87M","0,47%"
"26.12.2017","1.176,76","1.168,36","1.178,32","1.160,55","2,01M","0,72%"
"22.12.2017","1.168,36","1.172,08","1.174,62","1.167,83","1,59M","-0,54%"
"21.12.2017","1.174,76","1.175,90","1.179,17","1.167,64","2,12M","-0,24%"
"20.12.2017","1.177,62","1.190,50","1.191,00","1.176,00","2,37M","-0,82%"
"19.12.2017","1.187,38","1.189,15","1.192,97","1.179,14","2,59M","-0,27%"
"18.12.2017","1.190,58","1.187,37","1.194,78","1.180,91","2,95M","0,97%"
"15.12.2017","1.179,14","1.179,03","1.182,75","1.169,33","4,78M","0,42%"
"14.12.2017","1.174,26","1.163,71","1.177,93","1.162,45","3,21M","0,87%"
"13.12.2017","1.164,13","1.170,00","1.170,87","1.160,27","2,62M","-0,08%"
"12.12.2017","1.165,08","1.166,51","1.173,60","1.161,61","2,24M","-0,33%"
"11.12.2017","1.168,92","1.164,60","1.169,90","1.157,00","2,36M","0,60%"
"08.12.2017","1.162,00","1.170,40","1.172,79","1.157,10","3,05M","0,19%"
"07.12.2017","1.159,79","1.156,59","1.163,19","1.151,00","2,51M","0,65%"
"06.12.2017","1.152,35","1.137,99","1.155,89","1.136,08","2,85M","0,94%"
"05.12.2017","1.141,57","1.128,26","1.159,27","1.124,74","4,08M","0,67%"
"04.12.2017","1.133,95","1.173,85","1.175,20","1.128,00","5,93M","-2,44%"
"01.12.2017","1.162,35","1.172,05","1.179,65","1.152,00","4,11M","-1,22%"
"30.11.2017","1.176,75","1.167,10","1.178,57","1.160,00","4,51M","1,33%"
"29.11.2017","1.161,27","1.194,80","1.194,80","1.145,19","9,26M","-2,71%"
"28.11.2017","1.193,60","1.204,88","1.205,34","1.188,52","4,56M","-0,19%"
"27.11.2017","1.195,83","1.202,66","1.213,41","1.191,15","6,74M","0,83%"
"24.11.2017","1.186,00","1.160,70","1.186,84","1.160,70","3,53M","2,58%"
"22.11.2017","1.156,16","1.141,00","1.160,27","1.141,00","3,56M","1,46%"
"21.11.2017","1.139,49","1.132,86","1.140,00","1.128,20","2,48M","1,17%"
"20.11.2017","1.126,31","1.129,77","1.133,42","1.122,55","2,16M","-0,32%"
"17.11.2017","1.129,88","1.138,28","1.138,80","1.125,81","2,41M","-0,65%"
"16.11.2017","1.137,29","1.130,16","1.138,16","1.130,05","2,21M","0,94%"
"15.11.2017","1.126,69","1.127,01","1.131,75","1.121,63","3,93M","-0,89%"
"14.11.2017","1.136,84","1.130,11","1.138,00","1.123,89","3,14M","0,68%"
"13.11.2017","1.129,17","1.123,00","1.139,90","1.122,34","2,92M","0,34%"
"10.11.2017","1.125,35","1.126,10","1.131,75","1.124,06","2,18M","-0,33%"
"09.11.2017","1.129,13","1.125,96","1.129,62","1.115,77","3,73M","-0,33%"
"08.11.2017","1.132,88","1.122,82","1.135,54","1.119,11","2,58M","0,86%"
"07.11.2017","1.123,17","1.124,74","1.130,60","1.117,50","2,69M","0,22%"
"06.11.2017","1.120,66","1.109,15","1.125,41","1.108,77","3,38M","0,82%"
"03.11.2017","1.111,60","1.091,15","1.112,68","1.088,52","3,75M","1,59%"
"02.11.2017","1.094,22","1.097,81","1.101,93","1.086,87","3,68M","-0,86%"
"01.11.2017","1.103,68","1.105,40","1.108,97","1.096,74","3,76M","-0,14%"
"31.10.2017","1.105,28","1.109,00","1.110,54","1.101,12","3,48M","-0,50%"
"30.10.2017","1.110,85","1.095,01","1.122,79","1.093,56","6,61M","0,90%"
"27.10.2017","1.100,95","1.058,14","1.105,58","1.050,55","16,57M","13,22%"
"26.10.2017","972,43","980,33","982,90","968,55","5,62M","-0,05%"
"25.10.2017","972,91","978,00","984,44","966,24","3,03M","-0,31%"
"24.10.2017","975,90","969,00","979,85","965,00","2,72M","0,99%"
"23.10.2017","966,30","986,73","986,77","962,50","3,49M","-1,69%"
"20.10.2017","982,91","993,53","994,62","982,00","2,37M","-0,38%"
"19.10.2017","986,61","990,00","991,05","980,24","3,11M","-1,04%"
"18.10.2017","997,00","1.009,27","1.022,31","996,55","2,50M","-1,20%"
"17.10.2017","1.009,13","1.005,59","1.011,47","1.004,38","2,32M","0,28%"
"16.10.2017","1.006,34","1.008,44","1.009,57","1.001,04","2,01M","0,34%"
"13.10.2017","1.002,94","1.007,00","1.007,77","1.001,03","2,43M","0,20%"
"12.10.2017","1.000,93","996,81","1.008,44","992,40","4,07M","0,60%"
"11.10.2017","995,00","991,27","995,50","986,70","2,34M","0,79%"
"10.10.2017","987,20","996,67","997,95","980,10","3,08M","-0,38%"
"09.10.2017","990,99","993,24","998,50","987,50","2,94M","0,14%"
"06.10.2017","989,58","975,64","995,75","975,64","3,78M","0,89%"
"05.10.2017","980,85","970,00","981,51","969,64","3,23M","1,60%"
"04.10.2017","965,45","954,21","967,79","954,05","2,53M","0,87%"
"03.10.2017","957,10","958,00","963,69","950,37","2,67M","-0,22%"
"02.10.2017","959,19","964,00","967,30","952,12","2,44M","-0,22%"
"29.09.2017","961,35","960,11","964,83","958,38","2,54M","0,52%"
"28.09.2017","956,40","951,86","959,70","950,10","2,52M","0,58%"
"27.09.2017","950,87","948,00","955,30","943,30","3,15M","1,31%"
"26.09.2017","938,60","945,49","948,63","931,75","3,56M","-0,13%"
"25.09.2017","939,79","949,31","949,42","932,89","5,12M","-1,60%"
"22.09.2017","955,10","961,01","965,61","954,42","2,64M","-0,99%"
"21.09.2017","964,65","971,31","971,70","962,02","2,34M","-0,88%"
"20.09.2017","973,21","971,79","974,81","962,16","2,89M","0,35%"
"19.09.2017","969,86","977,25","978,24","967,46","2,67M","-0,44%"
"18.09.2017","974,19","990,40","992,79","968,17","3,41M","-1,28%"
"15.09.2017","986,79","993,01","996,25","984,03","3,76M","-0,55%"
"14.09.2017","992,21","996,80","998,56","987,74","3,91M","-0,74%"
"13.09.2017","999,60","983,97","1.000,00","979,42","3,37M","1,73%"
"12.09.2017","982,58","983,27","984,67","975,52","2,48M","0,47%"
"11.09.2017","977,96","974,46","981,94","974,22","2,19M","1,25%"
"08.09.2017","965,90","979,10","979,88","963,47","2,61M","-1,39%"
"07.09.2017","979,47","974,00","980,59","972,55","2,57M","1,21%"
"06.09.2017","967,80","968,32","971,84","960,60","2,13M","0,26%"
"05.09.2017","965,27","975,40","976,77","960,37","3,00M","-1,33%"
"01.09.2017","978,25","984,20","984,50","976,88","2,54M","-0,24%"
"31.08.2017","980,60","974,70","981,00","972,76","3,33M","1,34%"
"30.08.2017","967,59","958,44","969,41","956,91","2,90M","1,42%"
"29.08.2017","954,06","940,00","956,00","936,33","2,87M","0,85%"
"28.08.2017","946,02","946,54","953,00","942,25","2,60M","0,08%"
"25.08.2017","945,26","956,00","957,62","944,10","3,32M","-0,75%"
"24.08.2017","952,45","957,42","959,00","941,14","5,20M","-0,58%"
"23.08.2017","958,00","959,38","962,00","954,20","2,67M","-0,92%"
"22.08.2017","966,90","955,52","967,93","955,50","2,75M","1,43%"
"21.08.2017","953,29","957,57","961,20","945,46","3,16M","-0,54%"
"18.08.2017","958,47","961,40","965,43","954,65","3,28M","-0,22%"
"17.08.2017","960,57","977,84","977,84","960,32","3,51M","-1,80%"
"16.08.2017","978,18","981,65","986,46","973,22","3,13M","-0,46%"
"15.08.2017","982,74","988,90","991,74","982,00","2,55M","-0,06%"
"14.08.2017","983,30","978,41","985,50","976,19","3,17M","1,58%"
"11.08.2017","967,99","960,00","970,39","951,38","3,47M","1,16%"
"10.08.2017","956,92","976,29","979,86","954,68","5,68M","-2,55%"
"09.08.2017","982,01","982,60","988,00","975,27","3,57M","-0,79%"
"08.08.2017","989,84","994,35","996,28","985,79","2,90M","-0,24%"
"07.08.2017","992,27","990,65","995,00","987,14","2,68M","0,47%"
"04.08.2017","987,58","989,68","991,67","982,00","2,73M","0,07%"
"03.08.2017","986,92","999,47","999,50","984,59","3,26M","-0,90%"
"02.08.2017","995,89","1.001,77","1.003,21","981,73","4,07M","-0,03%"
"01.08.2017","996,19","996,11","1.006,40","991,58","4,57M","0,85%"
"31.07.2017","987,78","1.019,05","1.019,05","987,02","7,35M","-3,16%"
"28.07.2017","1.020,04","1.012,14","1.032,85","1.001,00","7,71M","-2,48%"
"27.07.2017","1.046,00","1.069,55","1.083,31","1.040,18","10,99M","-0,65%"
"26.07.2017","1.052,80","1.043,20","1.053,20","1.043,20","2,92M","1,24%"
"25.07.2017","1.039,87","1.038,05","1.043,33","1.032,48","2,45M","0,09%"
"24.07.2017","1.038,95","1.028,34","1.043,01","1.027,43","3,29M","1,29%"
"21.07.2017","1.025,67","1.021,28","1.026,10","1.011,00","2,73M","-0,29%"
"20.07.2017","1.028,70","1.031,59","1.034,97","1.022,51","3,10M","0,18%"
"19.07.2017","1.026,87","1.025,00","1.031,59","1.022,50","2,96M","0,24%"
"18.07.2017","1.024,45","1.006,00","1.026,03","1.004,00","4,01M","1,43%"
"17.07.2017","1.010,04","1.004,69","1.014,75","1.003,81","3,71M","0,82%"
"14.07.2017","1.001,81","1.002,40","1.004,45","996,89","2,10M","0,12%"
"13.07.2017","1.000,63","1.004,62","1.006,88","995,90","2,88M","-0,58%"
"12.07.2017","1.006,51","1.000,65","1.008,55","998,10","3,61M","1,25%"
"11.07.2017","994,13","993,00","995,99","983,72","2,98M","-0,23%"
"10.07.2017","996,47","985,00","999,44","983,50","3,55M","1,81%"
"07.07.2017","978,76","969,55","980,11","969,14","2,64M","1,41%"
"06.07.2017","965,14","964,66","974,40","959,02","3,26M","-0,64%"
"05.07.2017","971,40","961,53","975,00","955,25","3,65M","1,86%"
"03.07.2017","953,66","972,79","974,49","951,00","2,91M","-1,48%"
"30.06.2017","968,00","980,12","983,47","967,61","3,39M","-0,81%"
"29.06.2017","975,93","979,00","987,56","965,25","4,30M","-1,45%"
"28.06.2017","990,33","978,55","990,68","969,21","3,74M","1,39%"
"27.06.2017","976,78","990,69","998,80","976,00","3,78M","-1,73%"
"26.06.2017","993,98","1.008,50","1.009,80","992,00","3,39M","-0,97%"
"23.06.2017","1.003,74","1.002,54","1.004,62","998,02","2,88M","0,24%"
"22.06.2017","1.001,30","1.002,23","1.006,96","997,20","2,25M","-0,09%"
"21.06.2017","1.002,23","998,70","1.002,72","992,65","2,92M","0,97%"
"20.06.2017","992,59","998,00","1.004,88","992,02","4,08M","-0,26%"
"19.06.2017","995,17","1.017,00","1.017,00","989,90","5,04M","0,76%"
"16.06.2017","987,71","996,00","999,75","982,00","11,47M","2,44%"
"15.06.2017","964,17","958,70","965,73","950,86","5,37M","-1,26%"
"14.06.2017","976,47","988,59","990,34","966,71","3,97M","-0,44%"
"13.06.2017","980,79","977,99","984,50","966,10","4,58M","1,65%"
"12.06.2017","964,91","967,00","975,95","945,00","9,45M","-1,37%"
"09.06.2017","978,31","1.012,50","1.012,99","927,00","7,65M","-3,16%"
"08.06.2017","1.010,27","1.012,06","1.013,61","1.006,11","2,77M","0,02%"
"07.06.2017","1.010,07","1.005,95","1.010,25","1.002,00","2,82M","0,70%"
"06.06.2017","1.003,00","1.012,00","1.016,50","1.001,25","3,35M","-0,82%"
"05.06.2017","1.011,34","1.007,23","1.013,21","1.003,51","2,72M","0,46%"
"02.06.2017","1.006,73","998,99","1.008,48","995,67","3,75M","1,08%"
"01.06.2017","995,95","998,59","998,99","991,37","2,45M","0,13%"
"31.05.2017","994,62","1.000,00","1.000,12","982,16","3,91M","-0,21%"
"30.05.2017","996,70","996,51","1.001,20","995,52","3,26M","0,09%"
"26.05.2017","995,78","995,00","998,65","989,25","3,47M","0,24%"
"25.05.2017","993,38","984,85","999,00","982,11","4,82M","1,33%"
"24.05.2017","980,35","976,00","981,00","970,23","2,46M","0,91%"
"23.05.2017","971,54","975,02","975,20","966,85","2,42M","0,09%"
"22.05.2017","970,67","964,00","971,38","962,90","2,64M","1,13%"
"19.05.2017","959,84","962,84","968,92","959,72","3,97M","0,14%"
"18.05.2017","958,49","944,80","962,75","944,76","3,94M","1,45%"
"17.05.2017","944,76","954,70","960,40","944,12","5,15M","-2,21%"
"16.05.2017","966,07","961,00","970,06","960,91","3,13M","0,85%"
"15.05.2017","957,97","958,73","963,15","956,05","4,27M","-0,35%"
"12.05.2017","961,35","954,50","962,79","951,53","3,63M","1,45%"
"11.05.2017","947,62","945,11","950,29","940,77","2,19M","-0,14%"
"10.05.2017","948,95","953,50","953,75","945,00","2,10M","-0,41%"
"09.05.2017","952,82","952,80","957,89","950,20","3,26M","0,40%"
"08.05.2017","949,04","940,95","949,05","939,21","3,42M","1,59%"
"05.05.2017","934,15","940,52","940,79","930,30","2,87M","-0,36%"
"04.05.2017","937,53","944,75","945,00","934,22","2,42M","-0,37%"
"03.05.2017","941,03","946,00","946,00","935,90","3,58M","-0,62%"
"02.05.2017","946,94","946,64","950,10","941,41","3,85M","-0,14%"
"01.05.2017","948,23","927,80","954,40","927,80","5,47M","2,51%"
"28.04.2017","924,99","948,83","949,59","924,33","7,36M","0,72%"
"27.04.2017","918,38","914,39","921,86","912,11","5,31M","1,00%"
"26.04.2017","909,29","910,30","915,75","907,56","2,61M","0,18%"
"25.04.2017","907,62","907,04","909,48","903,00","3,38M","0,02%"
"24.04.2017","907,41","908,68","909,99","903,82","3,12M","0,99%"
"21.04.2017","898,53","902,67","903,65","896,77","2,42M","-0,39%"
"20.04.2017","902,06","899,70","905,32","896,29","2,81M","0,32%"
"19.04.2017","899,20","907,84","910,50","897,37","2,87M","-0,51%"
"18.04.2017","903,78","900,99","909,61","900,78","3,00M","0,20%"
"17.04.2017","901,99","887,50","902,38","887,50","2,85M","1,96%"
"13.04.2017","884,67","891,45","894,97","884,49","3,17M","-1,29%"
"12.04.2017","896,23","903,09","904,09","895,25","2,46M","-0,68%"
"11.04.2017","902,36","907,04","911,24","897,50","3,01M","-0,52%"
"10.04.2017","907,04","899,63","908,51","899,00","3,18M","1,36%"
"07.04.2017","894,88","899,65","900,09","889,31","3,71M","-0,38%"
"06.04.2017","898,28","913,80","917,19","894,49","6,34M","-1,21%"
"05.04.2017","909,28","910,82","923,72","905,62","7,51M","0,27%"
"04.04.2017","906,83","891,50","908,54","890,28","4,98M","1,72%"
"03.04.2017","891,51","888,00","893,49","885,42","3,42M","0,56%"
"31.03.2017","886,54","877,00","890,35","876,65","3,96M","1,16%"
"30.03.2017","876,34","874,95","877,06","871,66","2,76M","0,23%"
"29.03.2017","874,32","859,05","876,44","859,02","4,49M","2,14%"
"28.03.2017","856,00","851,75","858,46","850,10","3,04M","1,08%"
"27.03.2017","846,82","838,07","850,30","833,50","2,76M","0,14%"
"24.03.2017","845,61","851,68","851,80","843,53","2,14M","-0,21%"
"23.03.2017","847,38","848,20","850,89","844,80","1,95M","-0,08%"
"22.03.2017","848,06","840,43","849,37","839,05","2,66M","0,58%"
"21.03.2017","843,20","858,84","862,79","841,31","4,38M","-1,61%"
"20.03.2017","856,97","851,51","857,80","851,01","2,28M","0,55%"
"17.03.2017","852,31","853,49","853,83","850,64","3,38M","-0,13%"
"16.03.2017","853,42","855,30","855,50","850,51","1,84M","0,05%"
"15.03.2017","852,97","854,33","854,45","847,11","2,56M","0,05%"
"14.03.2017","852,53","853,55","853,75","847,55","2,13M","-0,24%"
"13.03.2017","854,59","851,77","855,69","851,71","1,91M","0,25%"
"10.03.2017","852,46","857,00","857,35","851,72","2,44M","-0,06%"
"09.03.2017","853,00","851,00","856,40","850,31","2,05M","0,29%"
"08.03.2017","850,50","848,00","853,07","846,79","2,29M","0,53%"
"07.03.2017","846,02","845,48","848,46","843,75","2,25M","-0,07%"
"06.03.2017","846,61","845,23","848,49","841,12","2,61M","-0,38%"
"03.03.2017","849,88","847,20","851,99","846,27","1,95M","0,11%"
"02.03.2017","848,91","853,08","854,82","847,28","2,13M","-0,49%"
"01.03.2017","853,08","853,05","854,83","849,01","2,76M","0,95%"
"28.02.2017","845,04","851,45","854,09","842,05","2,79M","-0,42%"
"27.02.2017","848,64","842,38","852,50","839,67","2,71M","0,40%"
"24.02.2017","845,24","844,69","845,81","837,75","3,69M","-0,82%"
"23.02.2017","852,19","857,57","860,86","848,00","3,46M","-0,40%"
"22.02.2017","855,61","856,95","858,43","852,18","2,62M","-0,10%"
"21.02.2017","856,44","848,84","857,98","847,25","3,51M","1,35%"
"17.02.2017","845,07","842,00","847,27","840,73","3,11M","0,11%"
"16.02.2017","844,14","841,84","845,00","839,38","2,71M","0,17%"
"15.02.2017","842,70","834,00","842,81","832,82","2,97M","0,75%"
"14.02.2017","836,39","837,00","838,31","831,45","2,79M","-0,02%"
"13.02.2017","836,53","831,62","843,00","828,55","4,17M","1,10%"
"10.02.2017","827,46","823,82","828,00","822,85","2,43M","0,74%"
"09.02.2017","821,36","821,60","825,00","819,71","2,48M","0,20%"
"08.02.2017","819,71","812,69","821,48","812,50","2,86M","0,89%"
"07.02.2017","812,50","809,31","816,16","807,50","3,47M","0,60%"
"06.02.2017","807,64","809,80","810,72","803,00","3,90M","-0,32%"
"03.02.2017","810,20","806,72","818,30","804,00","10,87M","-3,54%"
"02.02.2017","839,95","836,59","842,49","828,26","7,35M","0,91%"
"01.02.2017","832,35","829,21","833,78","824,94","3,85M","1,08%"
"31.01.2017","823,48","823,75","826,99","819,56","3,14M","-0,83%"
"30.01.2017","830,38","833,00","833,50","816,38","3,75M","-0,64%"
"27.01.2017","835,77","839,00","839,70","829,44","3,00M","-0,40%"
"26.01.2017","839,15","835,53","843,84","833,00","3,59M","0,31%"
"25.01.2017","836,52","825,79","837,42","825,29","4,02M","1,71%"
"24.01.2017","822,44","822,00","823,99","814,50","2,97M","0,56%"
"23.01.2017","817,88","806,80","818,50","805,08","2,80M","1,18%"
"20.01.2017","808,33","815,28","816,02","806,26","3,38M","-0,09%"
"19.01.2017","809,04","810,00","813,51","807,32","2,54M","0,19%"
"18.01.2017","807,48","809,50","811,73","804,27","2,35M","-0,28%"
"17.01.2017","809,72","815,70","816,00","803,44","3,67M","-0,91%"
"13.01.2017","817,14","814,32","821,65","811,40","3,79M","0,43%"
"12.01.2017","813,64","800,31","814,13","799,50","4,87M","1,83%"
"11.01.2017","799,02","793,66","799,50","789,51","2,99M","0,39%"
"10.01.2017","795,90","796,60","798,00","789,54","2,56M","-0,13%"
"09.01.2017","796,92","798,00","801,77","791,77","3,45M","0,12%"
"06.01.2017","795,99","782,36","799,44","778,48","5,99M","1,99%"
"05.01.2017","780,45","761,55","782,40","760,26","5,83M","3,07%"
"04.01.2017","757,18","758,39","759,68","754,20","2,51M","0,47%"
"03.01.2017","753,67","757,92","758,76","747,70","3,52M","0,51%"
"30.12.2016","749,87","766,47","767,40","748,28","4,14M","-2,00%"
"29.12.2016","765,15","772,40","773,40","760,85","3,16M","-0,90%"
"28.12.2016","772,13","776,25","780,00","770,50","3,30M","0,09%"
"27.12.2016","771,40","763,40","774,65","761,20","2,64M","1,42%"
"23.12.2016","760,59","764,55","766,50","757,99","1,98M","-0,75%"
"22.12.2016","766,34","768,12","771,21","763,02","2,54M","-0,55%"
"21.12.2016","770,60","770,00","771,22","765,70","2,04M","-0,08%"
"20.12.2016","771,22","768,65","774,39","767,71","2,70M","0,68%"
"19.12.2016","766,00","758,89","770,50","756,16","3,11M","1,09%"
"16.12.2016","757,77","765,00","765,13","754,00","4,85M","-0,42%"
"15.12.2016","761,00","766,28","769,10","760,31","3,80M","-1,02%"
"14.12.2016","768,82","778,25","780,86","762,81","5,45M","-0,71%"
"13.12.2016","774,34","764,96","782,46","762,00","5,29M","1,87%"
"12.12.2016","760,12","766,40","766,89","757,20","2,96M","-1,11%"
"09.12.2016","768,66","770,00","770,25","765,34","2,47M","0,17%"
"08.12.2016","767,33","771,87","773,79","765,19","3,19M","-0,40%"
"07.12.2016","770,42","764,55","770,42","755,82","3,68M","0,75%"
"06.12.2016","764,72","763,99","768,24","757,25","3,79M","0,71%"
"05.12.2016","759,36","745,00","761,49","742,00","4,31M","2,57%"
"02.12.2016","740,34","743,40","748,49","736,70","3,56M","-0,45%"
"01.12.2016","743,65","752,41","753,37","738,03","4,67M","-0,92%"
"30.11.2016","750,57","762,00","768,09","750,25","4,63M","-1,57%"
"29.11.2016","762,52","768,00","769,89","761,32","3,27M","-0,55%"
